"","Y_train","MSZoning","LotArea","LotShape","LandContour","LotConfig","Neighborhood","Condition1","BldgType","OverallQual","OverallCond","RoofStyle","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","MoSold","SaleType","SaleCondition","Years_S_B","Years_S_R","Years_S_G","Years_B_R","Years_B_G","Years_R_G"
"374",123000,"RL",10634,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","PConc","TA","No","BLQ",428,"LwQ",180,0,608,"TA",1319,0,1319,1,1,0,3,"TA",5,0,"Attchd","Unf",1,270,66,0,0,"11","WD","Normal",56,56,56,0,0,0
"375",219500,"RL",8200,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,847,847,"Ex",847,1081,1928,0,2,1,4,"Gd",8,1,"BuiltIn","Fin",2,434,100,48,0,"7","WD","Normal",4,3,4,1,0,1
"376",61000,"RL",10020,"IR1","Low","Inside","Edwards","Norm","1Fam",3,3,"Gable","None",0,"Fa","Fa","BrkTil","Fa","Gd","BLQ",350,"Unf",0,333,683,"Gd",904,0,904,1,1,1,1,"Fa",4,0,"Attchd","Unf",0,0,0,0,0,"3","WD","Normal",87,59,30.4938361131256,28,56.5061638868744,-28.5061638868744
"377",148000,"RL",8846,"IR1","Lvl","CulDSac","CollgCr","Norm","1Fam",5,5,"Gable","None",0,"Gd","TA","PConc","Gd","Av","GLQ",298,"Unf",0,572,870,"Ex",914,0,914,0,1,0,2,"TA",5,0,"Detchd","Unf",2,576,0,0,0,"7","WD","Normal",10,10,8,0,2,-2
"378",340000,"FV",11143,"IR1","Lvl","Corner","Somerst","Norm","1Fam",8,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1580,1580,"Ex",1580,886,2466,0,3,0,4,"Gd",8,1,"Attchd","RFn",2,610,159,214,0,"12","WD","Normal",3,2,3,1,0,1
"379",394432,"RL",11394,"Reg","Lvl","Corner","StoneBr","Norm","1Fam",9,3,"Hip","Stone",350,"Gd","TA","PConc","Ex","Av","GLQ",1445,"Unf",0,411,1856,"Ex",1856,0,1856,1,1,1,1,"Ex",8,1,"Attchd","Fin",3,834,113,0,0,"6","New","Partial",1,1,1,0,0,0
"380",179000,"RL",8123,"IR1","Lvl","Inside","Gilbert","RRAn","1Fam",6,5,"Gable","BrkFace",16,"TA","TA","PConc","Gd","No","Unf",0,"Unf",0,982,982,"Ex",1007,793,1800,0,2,1,3,"TA",7,1,"Attchd","Fin",2,463,100,63,0,"6","WD","Normal",9,9,9,0,0,0
"381",127000,"RL",5000,"Reg","Lvl","Inside","SWISU","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","BrkTil","TA","No","LwQ",218,"Unf",0,808,1026,"TA",1026,665,1691,0,2,0,3,"Gd",6,1,"Detchd","Unf",1,308,0,0,242,"5","WD","Normal",86,60,86,26,0,26
"382",187750,"FV",7200,"Reg","Lvl","Inside","Somerst","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1293,1293,"Ex",1301,0,1301,1,2,0,2,"Gd",5,1,"Attchd","RFn",2,572,216,121,0,"8","New","Partial",0,0,0,0,0,0
"383",213500,"RL",9245,"IR1","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","Av","Unf",0,"Unf",0,939,939,"Ex",939,858,1797,0,2,1,3,"Gd",8,0,"Attchd","RFn",2,639,144,53,0,"4","WD","Normal",1,1,1,0,0,0
"384",76000,"RH",9000,"Reg","Lvl","Corner","SawyerW","Norm","1Fam",6,3,"Gable","None",0,"TA","TA","BrkTil","Fa","No","Unf",0,"Unf",0,784,784,"TA",784,0,784,0,1,0,2,"TA",5,0,"Detchd","Unf",2,360,0,0,91,"10","WD","Normal",81,59,59,22,22,0
"385",240000,"RL",37567.6400000002,"IR2","Low","Corner","ClearCr","Feedr","1Fam",6,5,"Gable","None",0,"Gd","TA","PConc","Gd","Av","GLQ",985,"Unf",0,595,1580,"Ex",1079,874,1953,1,2,1,3,"Gd",9,2,"Attchd","Fin",2,501,216,231,0,"6","WD","Normal",15,15,15,0,0,0
"386",192000,"RL",3182,"Reg","Lvl","Inside","Blmngtn","Norm","TwnhsE",8,5,"Gable","BrkFace",16,"Gd","TA","PConc","Gd","No","GLQ",24,"Unf",0,1232,1256,"Ex",1269,0,1269,0,2,0,2,"Gd",6,1,"Attchd","Fin",2,430,146,20,0,"4","WD","Normal",6,5,6,1,0,1
"387",81000,"RL",8410,"Reg","Lvl","FR2","Edwards","Feedr","1Fam",5,3,"Gambrel","None",0,"TA","Fa","PConc","TA","No","Unf",0,"Unf",0,658,658,"TA",658,526,1184,0,1,0,5,"TA",8,0,"Attchd","Unf",0,0,0,151,0,"5","WD","AdjLand",96,10,27.4938361131256,86,68.5061638868744,17.4938361131256
"388",125000,"RL",7200,"Reg","Lvl","Inside","Edwards","Norm","1Fam",6,6,"Hip","BrkFace",255,"TA","TA","CBlock","TA","Av","ALQ",631,"Unf",0,410,1041,"Ex",1125,0,1125,1,1,0,3,"TA",6,1,"Detchd","Unf",1,352,296,0,0,"10","WD","Abnorml",33,33,32,0,1,-1
"389",191000,"RL",9382,"IR1","Lvl","CulDSac","CollgCr","Norm","1Fam",7,5,"Gable","BrkFace",125,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1468,1468,"Ex",1479,0,1479,0,2,0,3,"Gd",6,0,"Attchd","RFn",2,577,120,25,0,"7","WD","Normal",9,8,9,1,0,1
"390",426000,"RL",12474,"Reg","Lvl","Inside","NridgHt","Norm","1Fam",10,5,"Gable","Stone",272,"Ex","TA","PConc","Ex","Av","GLQ",1280,"Unf",0,402,1682,"Ex",1742,590,2332,1,2,1,3,"Ex",9,1,"BuiltIn","Fin",3,846,196,134,0,"8","New","Partial",1,0,0,1,1,0
"391",119000,"RL",8405,"Reg","Lvl","Inside","Edwards","Norm","1Fam",5,8,"Gable","None",0,"TA","TA","BrkTil","TA","No","Rec",241,"BLQ",391,229,861,"Ex",961,406,1367,1,1,0,4,"TA",7,0,"Detchd","Unf",1,384,0,130,112,"4","WD","Normal",108,58,30,50,78,-28
"392",215000,"RL",12209,"IR1","Lvl","CulDSac","Mitchel","Norm","1Fam",6,5,"Gable","None",0,"TA","TA","PConc","Ex","No","ALQ",690,"Unf",0,114,804,"Ex",804,1157,1961,1,2,1,3,"Gd",7,1,"BuiltIn","Fin",2,560,125,192,0,"6","WD","Normal",8,7,8,1,0,1
"393",106500,"RL",8339,"IR1","Lvl","Inside","NAmes","Norm","1Fam",5,7,"Gable","None",0,"TA","TA","Slab","TA","No","Unf",0,"Unf",0,0,0,"TA",882,0,882,0,1,0,3,"TA",5,0,"Attchd","RFn",1,294,0,0,0,"7","WD","Normal",48,48,48,0,0,0
"394",100000,"RL",7446,"Reg","Lvl","Corner","BrkSide","Feedr","1Fam",4,5,"Gable","None",0,"TA","TA","CBlock","TA","No","Rec",266,"Unf",0,522,788,"TA",788,0,788,0,1,0,2,"TA",4,2,"Attchd","Unf",0,0,0,0,0,"4","WD","Abnorml",65,56,27.4938361131256,9,37.5061638868744,-28.5061638868744
"395",109000,"RL",10134,"Reg","Lvl","Inside","OldTown","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,735,735,"Gd",735,299,1034,0,1,0,2,"TA",5,0,"Detchd","Unf",1,240,0,39,0,"7","WD","Normal",67,57,67,10,0,10
"396",129000,"RL",9571,"Reg","Lvl","Inside","Edwards","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","CBlock","TA","Av","BLQ",739,"Unf",0,405,1144,"TA",1144,0,1144,1,1,0,3,"TA",6,0,"Attchd","Unf",1,596,44,0,0,"6","WD","Normal",54,54,54,0,0,0
"397",123000,"RL",7200,"Reg","Low","Inside","CollgCr","Norm","1Fam",5,5,"Hip","None",0,"TA","TA","CBlock","TA","Av","Rec",777,"Unf",0,117,894,"TA",894,0,894,0,1,0,2,"TA",6,0,"Detchd","RFn",2,600,215,0,0,"9","WD","Normal",37,37,24,0,13,-13
"398",169500,"RL",7590,"Reg","Lvl","Inside","NAmes","PosN","1Fam",5,5,"Gable","BrkFace",288,"TA","TA","CBlock","TA","No","ALQ",540,"Unf",0,324,864,"TA",876,936,1812,0,2,0,4,"TA",8,1,"Attchd","RFn",1,264,0,168,0,"7","WD","Normal",45,45,45,0,0,0
"399",67000,"RM",8967,"Reg","Lvl","Corner","IDOTRR","Norm","1Fam",5,3,"Gable","None",0,"TA","Fa","BrkTil","Fa","No","Unf",0,"Unf",0,961,961,"Gd",1077,0,1077,0,1,0,2,"TA",6,0,"Detchd","Unf",1,338,0,0,0,"11","WD","Abnorml",87,57,87,30,0,30
"400",241000,"FV",8125,"Reg","Lvl","Inside","Somerst","Norm","1Fam",7,5,"Gable","Stone",100,"Gd","TA","PConc","Gd","No","GLQ",812,"Unf",0,280,1092,"Ex",1112,438,1550,1,2,0,2,"Gd",7,0,"Attchd","Fin",2,438,0,168,0,"10","WD","Normal",3,2,2,1,1,0
"401",245500,"RL",14963,"IR2","Lvl","Inside","Veenker","Norm","TwnhsE",8,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",786,"Unf",0,474,1260,"Ex",1288,0,1288,1,1,1,1,"Ex",4,2,"Attchd","Fin",2,500,120,30,0,"12","WD","Normal",12,12,12,0,0,0
"402",164990,"RL",8767,"IR1","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","Av","GLQ",24,"Unf",0,1286,1310,"Ex",1310,0,1310,0,2,0,3,"Gd",6,1,"Attchd","Fin",2,400,0,0,0,"7","New","Partial",1,1,1,0,0,0
"403",108000,"RL",10200,"Reg","Lvl","Inside","Sawyer","Norm","1Fam",5,8,"Gable","None",0,"TA","TA","PConc","TA","No","Unf",0,"Unf",0,672,672,"Ex",672,0,692.18,0,1,0,2,"TA",4,0,"Detchd","Unf",1,240,168,0,0,"8","WD","Normal",68,11,68,57,0,57
"404",258000,"RL",12090,"Reg","Lvl","Corner","NoRidge","Norm","1Fam",8,5,"Hip","BrkFace",650,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1141,1141,"Gd",1165,1098,2263,0,2,1,4,"Gd",10,1,"BuiltIn","Fin",2,420,144,123,0,"7","WD","Abnorml",8,8,8,0,0,0
"405",168000,"RL",10364,"IR1","Lvl","Inside","Gilbert","Norm","1Fam",6,5,"Gable","None",0,"TA","TA","PConc","Gd","No","Unf",0,"Unf",0,806,806,"Gd",806,766,1572,0,2,1,3,"TA",7,1,"BuiltIn","Fin",2,373,0,40,0,"5","WD","Normal",12,11,12,1,0,1
"406",150000,"RL",9991,"IR1","Lvl","Corner","Sawyer","Feedr","1Fam",4,4,"Gable","None",0,"TA","TA","CBlock","TA","No","BLQ",1116,"Unf",0,165,1281,"Ex",1620,0,1620,1,2,0,3,"TA",8,1,"Attchd","Unf",2,490,120,78,0,"6","WD","Normal",33,16,16,17,17,0
"407",115000,"RL",10480,"Reg","Lvl","Inside","SWISU","Norm","1Fam",6,5,"Gable","None",0,"TA","TA","BrkTil","TA","No","Unf",0,"Unf",0,1064,1064,"Ex",1166,0,1639,0,1,0,3,"TA",6,0,"Detchd","Unf",1,240,0,0,0,"3","WD","Normal",72,58,72,14,0,14
"408",177000,"RL",15576,"Reg","Lvl","Inside","Crawfor","Norm","1Fam",6,7,"Gable","None",0,"TA","TA","BrkTil","Gd","No","Unf",0,"Unf",0,840,840,"Ex",840,840,1680,0,2,0,4,"TA",8,0,"Attchd","Unf",1,308,0,0,160,"3","WD","Normal",93,32,48,61,45,16
"409",280000,"RL",14154,"Reg","Lvl","Corner","NridgHt","Norm","1Fam",7,5,"Gable","BrkFace",350,"Gd","TA","PConc","Ex","No","Unf",0,"Unf",0,1063,1063,"Ex",1071,1101,2172,0,2,1,3,"Gd",9,1,"Attchd","RFn",3,947,192,62,0,"8","New","Partial",1,1,1,0,0,0
"410",339750,"FV",10800,"Reg","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Gable","Stone",100,"Gd","TA","PConc","Ex","No","GLQ",789,"Unf",0,245,1034,"Ex",1050,1028,2078,1,2,1,3,"Ex",8,1,"Attchd","Fin",3,836,0,102,0,"4","New","Partial",1,0,0,1,1,0
"411",60000,"RL",9571,"Reg","Lvl","Inside","Edwards","Norm","1Fam",5,3,"Gable","None",0,"TA","Fa","CBlock","TA","No","Unf",0,"Unf",0,1276,1276,"TA",1276,0,1276,0,1,0,3,"TA",5,0,"Attchd","Unf",1,350,0,0,0,"6","COD","Abnorml",51,51,51,0,0,0
"412",145000,"RL",34650,"Reg","Bnk","Inside","Gilbert","Norm","2fmCon",5,5,"Hip","None",0,"TA","TA","CBlock","TA","Mn","Rec",1056,"Unf",0,0,1056,"TA",1056,0,1056,1,1,0,3,"TA",5,0,"Attchd","Fin",2,572,264,0,0,"1","WD","Normal",51,51,51,0,0,0
"413",222000,"FV",4403,"IR2","Lvl","Inside","Somerst","Norm","1Fam",7,5,"Gable","Stone",432,"Ex","TA","PConc","Ex","Av","GLQ",578,"Unf",0,892,1470,"Ex",1478,0,1478,1,2,1,2,"Gd",7,1,"Attchd","Fin",2,484,0,144,0,"6","New","Partial",1,1,1,0,0,0
"414",115000,"RM",8960,"Reg","Lvl","Inside","OldTown","Artery","1Fam",5,6,"Gable","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,1008,1008,"Gd",1028,0,1028,0,1,0,2,"TA",5,1,"Detchd","Unf",2,360,0,0,130,"3","WD","Normal",83,60,83,23,0,23
"415",228000,"RL",11228,"IR2","Lvl","CulDSac","SawyerW","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","BLQ",50,"GLQ",531,499,1080,"Ex",1080,1017,2097,0,2,1,3,"Gd",9,1,"Attchd","Unf",3,678,196,187,0,"12","WD","Normal",15,15,15,0,0,0
"416",181134,"RL",8899,"IR1","Lvl","Inside","Gilbert","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","Av","GLQ",24,"Unf",0,1316,1340,"Ex",1340,0,1340,0,2,0,3,"Gd",6,0,"Attchd","Fin",2,396,100,30,0,"8","New","Partial",0,0,0,0,0,0
"417",149500,"RL",7844,"Reg","Lvl","Inside","Sawyer","Norm","1Fam",6,7,"Hip","BrkFace",203,"TA","TA","CBlock","TA","No","ALQ",209,"Unf",0,463,672,"TA",672,728,1400,0,1,1,3,"TA",6,1,"Attchd","Fin",2,440,0,0,0,"3","WD","Normal",28,28,28,0,0,0
"418",239000,"RL",22420,"IR1","Lvl","Inside","Crawfor","Feedr","1Fam",6,6,"Hip","None",0,"TA","TA","BrkTil","Gd","No","BLQ",1128,"Unf",0,242,1370,"TA",1370,1254,2624,1,2,1,4,"TA",10,1,"Detchd","Unf",3,864,0,0,0,"11","WD","Normal",89,57,89,32,0,32
"419",126000,"RL",8160,"Reg","Lvl","Inside","Edwards","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","BrkTil","TA","No","ALQ",312,"Unf",0,444,756,"Fa",756,378,1134,1,1,1,3,"TA",7,0,"Detchd","Unf",1,240,0,0,0,"4","WD","AdjLand",67,57,67,10,0,10
"420",142000,"RL",8450,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","CBlock","TA","No","BLQ",775,"Unf",0,281,1056,"Ex",1056,0,1056,1,1,0,3,"TA",6,1,"Attchd","Unf",1,304,0,85,184,"7","WD","Normal",42,42,42,0,0,0
"421",206300,"RM",7060,"Reg","Lvl","Inside","Mitchel","Norm","Duplex",7,5,"Gable","BrkFace",200,"TA","Gd","PConc","Gd","Gd","GLQ",1309,"Unf",0,35,1344,"Ex",1344,0,1344,2,2,0,2,"TA",8,0,"Attchd","Fin",3,784,0,0,0,"11","WD","Alloca",11,10,11,1,0,1
"422",215000,"RL",16635,"IR1","Lvl","FR2","NWAmes","Norm","1Fam",6,7,"Gable","Stone",126,"Gd","TA","CBlock","Gd","No","ALQ",1246,"Unf",0,356,1602,"Gd",1602,0,1602,0,2,0,3,"Gd",8,1,"Attchd","Fin",2,529,240,0,0,"6","WD","Normal",32,9,32,23,0,23
"423",113000,"RL",21750,"Reg","HLS","Inside","Mitchel","Artery","1Fam",5,5,"Hip","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,988,988,"Ex",988,0,988,0,1,0,2,"TA",4,0,"Attchd","RFn",2,520,0,0,0,"2","WD","Normal",54,54,54,0,0,0
"424",315000,"RL",9200,"Reg","Lvl","Inside","NoRidge","Norm","1Fam",8,5,"Gable","BrkFace",473,"Gd","TA","PConc","Gd","No","GLQ",986,"Unf",0,484,1470,"Gd",1470,1160,2630,1,2,1,4,"Gd",8,1,"Attchd","Fin",3,696,0,66,0,"6","WD","Normal",10,10,10,0,0,0
"425",139000,"RL",9000,"Reg","Lvl","Inside","NAmes","Norm","1Fam",6,5,"Gable","BrkFace",74,"TA","TA","CBlock","Gd","No","LwQ",616,"Unf",0,580,1196,"Gd",1196,0,1196,1,1,0,2,"TA",6,1,"Attchd","RFn",1,297,0,44,0,"5","WD","Normal",52,52,52,0,0,0
"426",135000,"RM",3378,"Reg","HLS","Inside","OldTown","Norm","1Fam",7,8,"Gable","None",0,"TA","Gd","CBlock","TA","No","Unf",0,"Unf",0,651,651,"Gd",707,682,1389,0,1,1,3,"TA",6,2,"Detchd","Unf",1,240,0,0,126,"9","WD","Normal",63,17,62,46,1,45
"427",275000,"RL",12800,"Reg","Low","Inside","SawyerW","Norm","1Fam",7,5,"Gable","BrkFace",145,"Gd","TA","PConc","Gd","Gd","GLQ",1518,"Unf",0,0,1518,"Gd",1644,0,1644,1,2,0,2,"Gd",5,1,"Attchd","Fin",2,569,80,0,0,"8","WD","Normal",20,20,20,0,0,0
"428",109008,"RL",8593,"IR1","Lvl","Inside","NAmes","Norm","1Fam",4,6,"Hip","None",0,"TA","TA","CBlock","TA","No","Rec",288,"Unf",0,619,907,"Ex",907,0,907,0,1,0,3,"TA",5,0,"Detchd","Unf",1,352,0,0,0,"7","WD","Normal",51,51,44,0,7,-7
"429",195400,"RL",6762,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","BrkFace",108,"Gd","TA","PConc","Gd","No","GLQ",664,"Unf",0,544,1208,"Ex",1208,0,1208,1,2,0,2,"Gd",6,0,"Attchd","RFn",2,628,105,54,0,"9","New","Partial",0,0,0,0,0,0
"430",175000,"RL",11457,"IR1","Lvl","Corner","Timber","Norm","1Fam",6,5,"Gable","None",0,"TA","TA","CBlock","Gd","Mn","GLQ",1005,"Unf",0,387,1392,"TA",1412,0,1412,1,2,0,3,"Gd",6,1,"Attchd","Unf",2,576,0,0,169,"3","WD","Normal",21,21,21,0,0,0
"431",85400,"RM",1680,"Reg","Lvl","Inside","BrDale","Norm","Twnhs",6,5,"Gable","BrkFace",232,"TA","TA","CBlock","TA","No","ALQ",387,"Unf",0,96,483,"TA",520,504,987,0,1,1,2,"TA",4,0,"Detchd","Unf",1,264,0,0,0,"7","COD","Abnorml",37,37,37,0,0,0
"432",79900,"RM",5586,"IR1","Bnk","Inside","OldTown","Feedr","1Fam",6,7,"Gable","None",0,"TA","TA","BrkTil","TA","No","Unf",0,"Unf",0,901,901,"Gd",1088,110,1198,0,1,0,4,"TA",7,0,"Attchd","Unf",0,0,0,98,0,"9","ConLD","Abnorml",88,10,29.4938361131256,78,58.5061638868744,19.4938361131256
"433",122500,"RM",1920,"Reg","Lvl","Inside","BrDale","Norm","TwnhsE",5,5,"Gable","BrkFace",376,"TA","TA","CBlock","TA","No","ALQ",471,"Unf",0,294,765,"Ex",765,600,1365,1,1,1,2,"TA",6,0,"Detchd","Unf",2,440,240,36,0,"8","WD","Normal",36,36,36,0,0,0
"434",181000,"RL",10839,"IR1","Lvl","Corner","Gilbert","Norm","1Fam",6,5,"Gable","None",0,"TA","TA","PConc","Gd","No","Unf",0,"Unf",0,926,926,"Ex",926,678,1604,0,2,1,3,"TA",7,1,"Attchd","Fin",2,470,0,36,0,"7","WD","Normal",11,10,11,1,0,1
"435",81000,"RM",1890,"Reg","Lvl","Inside","MeadowV","Norm","Twnhs",4,7,"Gable","None",0,"TA","Gd","CBlock","Gd","Av","ALQ",495,"Unf",0,135,630,"Gd",630,0,692.18,1,1,0,1,"TA",3,0,"Attchd","Unf",0,0,88,0,0,"6","WD","Normal",36,36,29.4938361131256,0,6.50616388687445,-6.50616388687445
"436",212000,"RL",10667,"IR2","Lvl","CulDSac","CollgCr","PosN","1Fam",7,6,"Gable","None",0,"Gd","TA","PConc","Gd","Av","GLQ",385,"ALQ",344,70,799,"Ex",827,834,1661,1,2,1,3,"Gd",6,1,"Attchd","RFn",2,550,158,61,0,"4","ConLw","Normal",13,13,13,0,0,0
"437",116000,"RM",4400,"Reg","Lvl","Inside","OldTown","Norm","1Fam",6,8,"Gable","None",0,"TA","TA","BrkTil","Fa","No","Unf",0,"Unf",0,648,648,"TA",734,384,1118,0,1,0,2,"TA",6,0,"Detchd","Unf",2,440,0,0,0,"10","WD","Normal",86,56,16,30,70,-40
"438",119000,"RM",6000,"Reg","Lvl","Inside","BrkSide","Norm","1Fam",6,7,"Gable","None",0,"Gd","TA","PConc","TA","No","Unf",0,"Unf",0,884,884,"Gd",904,0,904,0,1,0,2,"TA",4,0,"Detchd","Unf",1,180,0,0,105,"1","WD","Normal",83,5,83,78,0,78
"439",90350,"RL",4280,"Reg","Lvl","Inside","Crawfor","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","PConc","TA","No","LwQ",365,"Unf",0,75,440,"TA",694,0,694,0,1,0,2,"Gd",4,1,"Detchd","Unf",1,352,0,0,34,"3","WD","Normal",94,5,17,89,77,12
"440",110000,"RL",12354,"Reg","Lvl","Corner","Edwards","Norm","1Fam",6,8,"Gable","None",0,"TA","TA","BrkTil","TA","Mn","Unf",0,"Unf",0,684,684,"Gd",684,512,1196,0,1,0,3,"Gd",7,0,"Detchd","Unf",2,528,0,46,0,"8","ConLI","Normal",89,9,4,80,85,-5
"441",555000,"RL",15431,"Reg","Lvl","Inside","NridgHt","Norm","1Fam",10,5,"Hip","Stone",200,"Ex","TA","PConc","Ex","Gd","GLQ",1572.41,"ALQ",539,788,2155.05,"Ex",2219.46,0,2402,1,2,0,2,"Ex",10,2,"Attchd","Fin",3,672,0,72,0,"4","WD","Normal",1,1,1,0,0,0
"442",118000,"RL",12108,"Reg","Lvl","Inside","Edwards","Norm","Duplex",4,4,"Gable","BrkFace",270,"TA","TA","CBlock","TA","No","ALQ",133,"Unf",0,1307,1440,"TA",1440,0,1440,0,2,0,4,"Fa",8,0,"Attchd","Unf",0,0,0,0,0,"9","WD","Normal",53,53,29.4938361131256,0,23.5061638868744,-23.5061638868744
"443",162900,"RM",6240,"Reg","Lvl","Inside","BrkSide","Norm","1Fam",5,7,"Gable","None",0,"TA","TA","PConc","TA","No","Unf",0,"Unf",0,1078,1078,"TA",1128,445,1573,0,2,0,3,"TA",8,1,"Detchd","Unf",2,360,0,0,0,"6","WD","Normal",78,16,78,62,0,62
"444",172500,"RL",3922,"Reg","Lvl","Inside","Blmngtn","Norm","TwnhsE",7,5,"Gable","BrkFace",72,"Gd","TA","PConc","Ex","Av","Unf",0,"Unf",0,1258,1258,"Ex",1258,0,1258,0,2,0,2,"Gd",6,1,"Attchd","Fin",3,648,144,16,0,"6","New","Partial",1,0,0,1,1,0
"445",210000,"RL",8750,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","None",0,"Gd","Gd","PConc","Gd","No","GLQ",642,"Unf",0,273,915,"Ex",933,975,1908,1,2,1,4,"Gd",8,1,"Attchd","Unf",2,493,144,133,0,"7","WD","Normal",14,13,14,1,0,1
"446",127500,"RL",9855,"Reg","Lvl","Corner","Edwards","Norm","1Fam",6,5,"Hip","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,1436,1436,"Fa",1689,0,1689,0,1,0,3,"TA",7,1,"Attchd","Unf",2,480,0,0,0,"11","COD","Normal",53,53,53,0,0,0
"447",190000,"RL",16492,"IR1","Lvl","Corner","NAmes","PosA","1Fam",6,6,"Gable","None",0,"Gd","TA","CBlock","TA","No","ALQ",247,"Rec",713,557,1517,"Ex",1888,0,1888,0,2,1,2,"Gd",6,1,"Attchd","Fin",2,578,0,0,0,"6","WD","Normal",44,8,44,36,0,36
"448",199900,"RL",11214,"IR1","Lvl","Corner","Gilbert","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,930,930,"Gd",956,930,1886,0,2,1,4,"Gd",10,1,"Attchd","Fin",2,431,89,0,0,"7","WD","Normal",8,7,8,1,0,1
"449",119500,"RM",8600,"Reg","Bnk","Inside","IDOTRR","Norm","1Fam",6,6,"Gable","None",0,"TA","TA","BrkTil","TA","No","Unf",0,"Unf",0,780,780,"TA",780,596,1376,0,2,0,3,"TA",7,1,"Detchd","Unf",1,198,0,0,0,"6","WD","Normal",69,56,69,13,0,13
"450",120000,"RM",6000,"Reg","Lvl","Inside","OldTown","Norm","1Fam",3,7,"Gable","None",0,"TA","Gd","CBlock","TA","No","ALQ",331,"Unf",0,318,649,"Ex",679,504,1183,0,1,1,2,"TA",6,0,"Detchd","Unf",1,308,0,176,0,"6","WD","Normal",59,5,26,54,33,21
"451",110000,"RM",5684,"Reg","Lvl","Inside","OldTown","Norm","1Fam",6,8,"Hip","None",0,"TA","TA","BrkTil","TA","No","Unf",0,"Unf",0,813,813,"Ex",813,0,813,0,1,0,2,"Gd",5,0,"Detchd","Unf",1,270,0,113,0,"6","WD","Normal",76,1,74,75,2,73
"452",280000,"RL",37567.6400000002,"IR1","Low","Inside","ClearCr","Norm","1Fam",7,5,"Gable","None",0,"TA","TA","CBlock","Gd","Gd","ALQ",655,"Unf",0,878,1533,"TA",1533,0,1533,1,2,0,2,"Gd",5,2,"Attchd","Unf",2,576,200,54,0,"12","WD","Normal",31,31,31,0,0,0
"453",204000,"RL",9303,"IR1","Lvl","Corner","Timber","Norm","1Fam",6,5,"Hip","BrkFace",42,"Gd","TA","PConc","Ex","No","ALQ",742,"Unf",0,130,872,"Ex",888,868,1756,1,2,1,3,"TA",7,0,"Attchd","Fin",2,422,144,122,0,"7","WD","Normal",11,10,11,1,0,1
"454",210000,"FV",9000,"Reg","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,768,768,"Ex",786,804,1590,0,2,1,3,"Gd",6,0,"Attchd","RFn",2,676,0,30,0,"6","WD","Normal",1,1,1,0,0,0
"455",188000,"RL",9297,"Reg","Lvl","Inside","Mitchel","Norm","Duplex",5,5,"Gable","None",0,"TA","TA","CBlock","TA","No","ALQ",1572.41,"Unf",0,122,1728,"TA",1728,0,1728,2,2,0,4,"TA",8,0,"Detchd","Unf",2,560,0,0,0,"7","WD","Family",30,30,30,0,0,0
