"","Id_test","Id","MSZoning","LotArea","LotShape","LandContour","LotConfig","Neighborhood","Condition1","BldgType","OverallQual","OverallCond","RoofStyle","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","MoSold","SaleType","SaleCondition","Years_S_B","Years_S_R","Years_S_G","Years_B_R","Years_B_G","Years_R_G"
"244",1704,1704,"RL",10130,"Reg","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Gable","Stone",260,"Gd","TA","PConc","Gd","Av","GLQ",1294,"Unf",0,408,1702,"Ex",1702,0,1702,1,2,0,3,"Gd",7,1,"Attchd","RFn",3,844,0,69,0,"3","WD","Normal",2,2,2,0,0,0
"245",1705,1705,"RL",9139,"IR1","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Hip","Stone",206,"Gd","TA","PConc","Ex","Av","GLQ",379,"Unf",0,1043,1422,"Ex",1432,0,1432,0,2,0,3,"Gd",7,1,"Attchd","Fin",2,492,297,50,0,"9","WD","Normal",3,3,3,0,0,0
"246",1706,1706,"RL",11128,"Reg","Lvl","Corner","Somerst","PosN","1Fam",9,5,"Hip","Stone",198,"Ex","TA","PConc","Ex","Gd","GLQ",1572.41,"Unf",0,300,2155.05,"Ex",2219.46,0,2490,1,2,0,2,"Ex",9,2,"Attchd","Fin",3,795,70,226,0,"10","WD","Normal",4,3,4,1,0,1
"247",1707,1707,"FV",7993,"IR1","Lvl","Inside","Somerst","Norm","1Fam",7,5,"Gable","None",103.685261707989,"Gd","TA","PConc","Ex","No","Unf",0,"Unf",0,1436,1436,"Ex",1436,0,1436,0,2,0,3,"Gd",6,0,"Attchd","Fin",2,529,0,121,0,"10","New","Partial",1,0,1,1,0,1
"248",1708,1708,"FV",8640,"Reg","Lvl","Inside","Somerst","Norm","1Fam",7,5,"Hip","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1402,1402,"Ex",1402,0,1402,0,2,0,3,"Gd",7,0,"Attchd","RFn",2,625,205,126,0,"5","WD","Normal",1,1,1,0,0,0
"249",1709,1709,"FV",12606,"IR1","Lvl","Inside","Somerst","Norm","1Fam",9,5,"Gable","Stone",120,"Gd","TA","PConc","Gd","Av","Unf",0,"Unf",0,1530,1530,"Ex",1530,0,1530,0,2,0,3,"Gd",7,1,"Attchd","RFn",3,984,212,136,0,"5","WD","Normal",2,1,1,1,1,0
"250",1710,1710,"FV",7500,"Reg","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Gable","Stone",238,"Gd","TA","PConc","Gd","No","GLQ",24,"Unf",0,1348,1372,"Ex",1448,0,1448,0,2,0,2,"Gd",6,1,"Attchd","RFn",2,692,0,140,0,"6","WD","Normal",3,2,3,1,0,1
"251",1711,1711,"FV",10603,"Reg","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Hip","Stone",121,"Gd","TA","PConc","Ex","No","GLQ",682,"Unf",0,218,900,"Ex",909,886,1795,1,2,1,3,"Gd",8,1,"Attchd","Fin",3,782,168,45,0,"7","WD","Normal",3,3,3,0,0,0
"252",1712,1712,"FV",8125,"Reg","Lvl","Corner","Somerst","Norm","1Fam",8,5,"Hip","BrkFace",288,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1797.05,1836,"Ex",1836,0,1836,0,2,0,3,"Gd",8,1,"Attchd","Fin",2,517,0,175,0,"10","New","Partial",1,0,0,1,1,0
"253",1713,1713,"FV",10625,"Reg","Lvl","Inside","Somerst","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",1430,"Unf",0,222,1652,"Ex",1662,0,1662,1,2,0,3,"Ex",8,1,"Attchd","RFn",3,711,168,120,0,"3","WD","Normal",3,2,3,1,0,1
"254",1714,1714,"FV",8736,"IR1","Lvl","Inside","Somerst","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",771,"ALQ",360,422,1553,"Ex",1553,0,1553,1,2,0,3,"Gd",6,0,"Attchd","RFn",2,588,192,88,0,"8","WD","Normal",6,5,6,1,0,1
"255",1715,1715,"FV",8127,"IR1","Lvl","Inside","Somerst","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",410,"Unf",0,402,812,"Ex",812,841,1653,1,2,1,3,"Gd",6,0,"Attchd","RFn",2,628,0,45,0,"3","WD","Normal",6,6,6,0,0,0
"256",1716,1716,"RL",9605,"Reg","Lvl","Corner","SawyerW","Norm","1Fam",7,6,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1218,1218,"Ex",1218,0,1218,0,1,1,3,"Gd",6,0,"Detchd","RFn",2,576,0,178,0,"4","WD","Normal",2,2,2,0,0,0
"257",1717,1717,"RL",7500,"Reg","Lvl","Inside","SawyerW","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",54,"Unf",0,1087,1141,"Ex",1141,0,1141,1,1,1,3,"Gd",6,0,"Detchd","RFn",2,484,182,0,0,"6","WD","Normal",3,3,3,0,0,0
"258",1718,1718,"RL",7500,"Reg","Lvl","Inside","SawyerW","Norm","1Fam",6,5,"Gable","None",0,"TA","TA","PConc","Gd","No","Unf",0,"Unf",0,1158,1158,"Ex",1158,0,1158,0,1,1,3,"Gd",5,0,"Attchd","Unf",0,0,0,50,0,"8","WD","Normal",5,5,30.4938361131256,0,-25.4938361131256,25.4938361131256
"259",1719,1719,"RL",10628,"IR1","Lvl","Corner","SawyerW","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","Gd","Unf",0,"Unf",0,835,835,"Ex",871,941,1812,0,2,1,3,"Gd",8,0,"BuiltIn","RFn",2,478,146,91,0,"1","WD","Normal",5,5,5,0,0,0
"260",1720,1720,"RL",10141,"IR1","Lvl","Inside","SawyerW","Norm","1Fam",8,5,"Gable","BrkFace",264,"Gd","TA","PConc","Gd","Gd","BLQ",516,"Rec",774,222,1512,"Ex",1512,0,1512,0,2,0,3,"Gd",6,0,"Attchd","RFn",3,845,210,36,0,"1","WD","Normal",5,5,5,0,0,0
"261",1721,1721,"RL",13072,"Reg","Lvl","Inside","SawyerW","RRAe","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1114,1114,"Ex",1114,0,1114,0,1,1,3,"Gd",6,0,"Detchd","Unf",2,576,248,102,0,"5","WD","Normal",5,4,4,1,1,0
"262",1722,1722,"RL",13072,"Reg","Lvl","Inside","SawyerW","RRAe","1Fam",5,5,"Gable","None",0,"TA","TA","PConc","Gd","No","Unf",0,"Unf",0,1114,1114,"Ex",1114,0,1114,0,1,1,3,"Gd",6,0,"Attchd","Unf",0,0,0,39,0,"8","WD","Normal",5,5,30.4938361131256,0,-25.4938361131256,25.4938361131256
"263",1723,1723,"RL",12450,"Reg","Lvl","Inside","SawyerW","RRAe","1Fam",5,5,"Gable","None",0,"TA","TA","PConc","Gd","No","GLQ",836,"Unf",0,278,1114,"Ex",1114,0,1114,1,2,0,3,"Gd",6,0,"Detchd","Unf",2,576,0,42,0,"6","WD","Normal",6,5,5,1,1,0
"264",1724,1724,"RL",7328,"Reg","Lvl","Inside","SawyerW","Norm","1Fam",7,5,"Gable","BrkFace",140,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1450,1450,"Ex",1450,0,1450,0,2,0,2,"Gd",6,0,"Attchd","RFn",3,788,0,93,0,"2","New","Partial",1,0,1,1,0,1
"265",1725,1725,"RL",11492,"IR1","Lvl","CulDSac","SawyerW","Norm","1Fam",7,5,"Gable","BrkFace",132,"Gd","TA","PConc","Gd","No","GLQ",637,"Unf",0,276,913,"Ex",913,1209,2122,1,2,1,4,"Gd",8,1,"Attchd","RFn",2,559,0,74,0,"4","WD","Normal",13,12,12,1,1,0
"266",1726,1726,"RL",7703,"Reg","Lvl","Inside","SawyerW","Norm","1Fam",6,6,"Gable","None",0,"Gd","Gd","PConc","Gd","No","GLQ",52,"Rec",364,400,816,"Ex",833,897,1730,0,2,1,3,"Gd",6,0,"Attchd","RFn",2,528,0,91,0,"11","WD","Normal",17,17,17,0,0,0
"267",1727,1727,"RL",7175,"Reg","Lvl","Inside","SawyerW","Norm","TwnhsE",6,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1332,1332,"Gd",1332,0,1332,0,2,0,2,"Gd",5,0,"Attchd","RFn",2,542,0,60,0,"2","WD","Normal",19,18,19,1,0,1
"268",1728,1728,"RL",9109,"Reg","Lvl","Inside","SawyerW","RRAe","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","LwQ",36,"GLQ",596,122,754,"Ex",754,786,1540,1,2,1,3,"Gd",6,0,"Attchd","RFn",2,495,140,32,0,"10","WD","Normal",15,15,15,0,0,0
"269",1729,1729,"RL",10274,"IR1","Lvl","CulDSac","SawyerW","Norm","1Fam",6,7,"Gable","BrkFace",141,"TA","Gd","CBlock","Gd","No","Rec",331,"Unf",0,345,676,"TA",698,702,1400,0,2,1,3,"TA",6,0,"Attchd","RFn",2,465,0,48,0,"7","WD","Normal",23,23,23,0,0,0
"270",1730,1730,"RL",8250,"Reg","Lvl","Inside","SawyerW","Norm","Duplex",6,7,"Gable","None",0,"TA","TA","Slab","TA","No","Unf",0,"Unf",0,0,0,"TA",964,918,1882,0,2,0,4,"TA",8,2,"Attchd","Unf",2,612,0,0,0,"5","WD","Normal",28,28,28,0,0,0
"271",1731,1731,"RL",9750,"IR1","Lvl","Inside","Sawyer","Norm","1Fam",5,5,"Hip","None",0,"TA","TA","CBlock","TA","No","LwQ",68,"BLQ",830.380000000001,28,980,"Gd",980,0,980,1,1,0,3,"TA",5,0,"Detchd","Unf",2,400,0,28,0,"11","WD","Normal",47,47,40,0,7,-7
"272",1732,1732,"RL",8499,"IR1","Lvl","Corner","Sawyer","Feedr","1Fam",5,6,"Gable","None",0,"TA","TA","CBlock","TA","No","GLQ",660,"Unf",0,204,864,"Ex",864,0,864,1,1,0,3,"TA",5,0,"Detchd","Unf",2,732,0,285.82,0,"6","WD","Normal",48,48,27,0,21,-21
"273",1733,1733,"RL",9079,"IR1","Lvl","Inside","Sawyer","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","CBlock","TA","No","BLQ",864,"Unf",0,0,864,"TA",864,0,864,0,1,0,2,"TA",5,0,"Attchd","Unf",1,440,158,0,0,"7","WD","Normal",48,48,48,0,0,0
"274",1734,1734,"RL",9316,"IR1","Lvl","Inside","Sawyer","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","CBlock","TA","No","Rec",544,"Unf",0,480,1024,"Gd",1020,0,1020,0,2,0,3,"TA",5,0,"Attchd","Unf",1,288,171,0,0,"5","Oth","Family",44,44,44,0,0,0
"275",1735,1735,"RL",7791,"IR1","Lvl","Inside","Sawyer","RRAe","1Fam",5,8,"Gable","None",0,"Gd","Gd","CBlock","TA","No","ALQ",624,"Unf",0,288,912,"Ex",912,0,912,1,1,0,3,"Gd",6,0,"Attchd","RFn",1,300,0,0,0,"10","WD","Normal",46,14,46,32,0,32
"276",1736,1736,"RL",7150,"Reg","Lvl","Inside","Sawyer","Feedr","1Fam",5,6,"Gable","BrkFace",60,"TA","TA","CBlock","TA","No","LwQ",140,"BLQ",590,182,912,"Gd",912,0,912,0,1,0,3,"TA",6,0,"Attchd","Unf",1,252,0,0,0,"10","WD","Normal",47,47,47,0,0,0
"277",1737,1737,"RL",15676,"IR1","Low","Inside","Veenker","Norm","1Fam",8,8,"Gable","BrkFace",115,"Gd","Gd","CBlock","Gd","Gd","ALQ",1572.41,"Rec",92,189,2014,"Gd",2014,0,2014,1,2,0,2,"Gd",6,2,"Attchd","RFn",3,864,462,0,0,"4","WD","Normal",29,29,29,0,0,0
"278",1738,1738,"RL",11949,"Reg","Lvl","Inside","NoRidge","Norm","1Fam",7,8,"Gable","BrkFace",196,"Gd","Gd","PConc","Gd","No","GLQ",601,"ALQ",216,158,975,"Ex",975,780,1755,0,2,1,3,"Gd",7,1,"Attchd","Unf",2,524,502,60,0,"7","WD","Normal",18,1,18,17,0,17
"279",1739,1739,"FV",2880,"Reg","Lvl","Inside","Somerst","Norm","Twnhs",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1376,1376,"Ex",1376,1418.92,3005,0,2,1,3,"Gd",9,1,"BuiltIn","Fin",3,704,0,177,0,"7","WD","Normal",5,4,5,1,0,1
"280",1740,1740,"FV",3830,"IR1","Lvl","Inside","Somerst","Norm","TwnhsE",6,5,"Gable","Stone",280,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1726,1726,"Ex",1726,0,1726,0,2,1,2,"Gd",6,1,"Attchd","Fin",2,561,0,254,0,"1","New","Partial",1,1,1,0,0,0
"281",1741,1741,"FV",4217,"IR1","Lvl","Inside","Somerst","Norm","TwnhsE",6,5,"Gable","Stone",252,"Gd","TA","PConc","Gd","No","GLQ",962,"Unf",0,183,1145,"Ex",1256,0,1256,1,1,1,1,"Gd",5,1,"Attchd","Fin",2,641,0,169,0,"3","WD","Normal",1,1,1,0,0,0
"282",1742,1742,"FV",2998,"Reg","Lvl","Inside","Somerst","Norm","TwnhsE",6,5,"Gable","BrkFace",513,"Gd","TA","PConc","Gd","No","GLQ",507,"Unf",0,249,756,"Ex",756,756,1512,1,2,1,2,"Gd",4,0,"Detchd","Unf",2,440,0,32,0,"8","WD","Normal",9,9,9,0,0,0
"283",1743,1743,"FV",3768,"Reg","Lvl","FR2","Somerst","Norm","TwnhsE",7,5,"Hip","BrkFace",218,"Gd","TA","PConc","Gd","No","GLQ",549,"Unf",0,142,691,"Ex",713,739,1452,1,2,1,3,"Gd",6,0,"Detchd","Unf",2,506,0,34,0,"9","WD","Normal",10,10,10,0,0,0
"284",1744,1744,"RL",14694,"IR1","Lvl","Inside","Veenker","Norm","1Fam",8,9,"Gable","BrkFace",450,"Ex","Ex","CBlock","Gd","Gd","GLQ",1252,"ALQ",136,306,1694,"Ex",1694,0,1694,1,2,0,2,"Ex",5,1,"Attchd","Fin",2,642,501,120,0,"6","WD","Normal",32,1,32,31,0,31
"285",1745,1745,"RL",15417,"Reg","Lvl","Inside","Veenker","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","CBlock","Gd","Mn","LwQ",121,"Unf",0,1619,1740,"TA",1740,0,1740,0,1,1,2,"Gd",7,0,"Attchd","RFn",2,540,228,20,218,"6","WD","Normal",28,28,28,0,0,0
"286",1746,1746,"RL",9600,"Reg","Low","FR2","Veenker","Feedr","1Fam",8,5,"Gable","BrkFace",200,"Gd","Gd","CBlock","TA","No","Unf",0,"Unf",0,392,392,"Ex",1487,1012,2499,0,2,1,4,"TA",5,1,"Attchd","Unf",2,527,0,64,0,"1","WD","Abnorml",33,33,33,0,0,0
"287",1747,1747,"RL",12732,"IR1","Lvl","CulDSac","NWAmes","PosN","1Fam",7,6,"Gable","None",0,"TA","TA","CBlock","TA","Mn","GLQ",560,"LwQ",42,150,752,"TA",1285,782,2067,0,2,1,3,"Gd",7,2,"Attchd","RFn",2,784,297,40,0,"6","WD","Normal",35,35,35,0,0,0
"288",1748,1748,"RL",10400,"Reg","Lvl","Inside","NWAmes","PosA","1Fam",6,7,"Gable","BrkFace",256,"TA","TA","PConc","TA","No","Unf",0,"Unf",0,932,932,"Gd",1271,1369,2640,0,2,1,5,"Gd",8,1,"Attchd","RFn",2,515,0,120,0,"5","WD","Normal",42,12,42,30,0,30
"289",1749,1749,"RL",9600,"Reg","Lvl","Inside","NWAmes","Feedr","1Fam",5,5,"Gable","BrkFace",128,"TA","TA","CBlock","Gd","Mn","ALQ",553,"Rec",147,588,1288,"TA",1336,0,1336,0,2,0,3,"TA",6,1,"Attchd","RFn",2,502,312,11,0,"8","WD","Normal",40,40,40,0,0,0
"290",1750,1750,"RL",9000,"Reg","Lvl","Inside","NWAmes","Feedr","1Fam",6,5,"Gable","BrkFace",200,"TA","TA","CBlock","TA","Av","BLQ",955,"Unf",0,261,1216,"TA",1216,0,1216,1,1,0,3,"TA",5,0,"Attchd","Unf",1,336,0,0,0,"8","WD","Abnorml",40,40,40,0,0,0
"291",1751,1751,"RL",13774,"IR1","Lvl","Inside","NWAmes","Norm","1Fam",7,7,"Hip","BrkFace",283,"TA","Gd","PConc","Gd","No","GLQ",432,"Unf",0,476,908,"Ex",1316,972,2288,0,1,1,4,"Gd",8,2,"Attchd","RFn",2,520,321,72,0,"11","WD","Normal",32,17,32,15,0,15
"292",1752,1752,"RL",7130,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","PConc","TA","No","BLQ",648,"Unf",0,216,864,"TA",864,0,864,0,1,0,2,"TA",5,0,"Attchd","Fin",1,312,0,0,0,"6","WD","Normal",42,42,42,0,0,0
"293",1753,1753,"RL",9600,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,5,"Hip","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,1568,1568,"TA",1568,0,1568,0,1,1,3,"TA",7,0,"Attchd","Unf",2,440,160,40,0,"3","COD","Normal",42,42,42,0,0,0
"294",1754,1754,"RL",9600,"Reg","Lvl","Inside","NWAmes","Norm","1Fam",7,5,"Gable","BrkFace",252,"TA","TA","CBlock","TA","No","ALQ",698,"Unf",0,467,1165,"Gd",1165,896,2061,0,2,1,4,"TA",8,1,"Attchd","RFn",2,498,0,77,0,"5","COD","Abnorml",35,35,35,0,0,0
"295",1755,1755,"RL",16500,"Reg","Lvl","Inside","NWAmes","Norm","1Fam",6,5,"Hip","BrkFace",509,"TA","TA","CBlock","Gd","Av","GLQ",962,"Unf",0,270,1232,"Fa",1320,0,1320,0,2,0,3,"TA",5,1,"Attchd","RFn",2,495,0,20,0,"5","WD","Normal",38,38,38,0,0,0
"296",1756,1756,"RL",7436,"Reg","Lvl","Inside","NAmes","Norm","1Fam",4,7,"Gable","None",0,"TA","TA","CBlock","TA","No","ALQ",734,"Unf",0,160,894,"Gd",894,0,894,1,1,0,2,"TA",5,1,"Detchd","Unf",2,396,0,0,0,"8","WD","Normal",49,49,21,0,28,-28
"297",1757,1757,"RL",8125,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,7,"Hip","None",0,"TA","TA","CBlock","TA","No","BLQ",403,"Unf",0,461,864,"Ex",864,0,864,0,1,0,3,"TA",5,0,"Detchd","Unf",1,308,0,0,0,"9","WD","Normal",50,50,49,0,1,-1
"298",1758,1758,"RL",9450,"IR1","Lvl","Corner","NAmes","Norm","1Fam",4,5,"Gable","BrkFace",160,"TA","TA","CBlock","TA","No","BLQ",775,"Unf",0,265,1040,"TA",1362,0,1362,1,1,0,3,"TA",6,1,"Attchd","RFn",3,768,0,0,84,"5","WD","Normal",52,52,27,0,25,-25
"299",1759,1759,"RL",13495,"IR1","Lvl","Corner","NAmes","Norm","1Fam",5,6,"Gable","BrkFace",70,"TA","Gd","CBlock","TA","No","BLQ",625,"LwQ",201,222,1048,"Fa",1728,0,1728,1,2,0,3,"TA",7,1,"Detchd","Unf",2,576,0,99,0,"7","WD","Normal",53,53,53,0,0,0
"300",1760,1760,"RL",9350,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,6,"Gable","BrkFace",217,"TA","TA","CBlock","TA","No","ALQ",310,"BLQ",512,491,1313,"TA",1313,0,1313,1,1,1,3,"Gd",6,1,"Attchd","RFn",2,610,172,28,0,"2","WD","Normal",48,14,48,34,0,34
"301",1761,1761,"RL",10500,"IR1","Lvl","Inside","NAmes","Norm","1Fam",5,5,"Gable","Stone",144,"TA","Gd","CBlock","TA","No","LwQ",998,"Unf",0,294,1292,"TA",1292,0,1292,1,1,1,3,"TA",6,2,"Detchd","Unf",2,520,0,32,0,"7","COD","Abnorml",45,45,45,0,0,0
"302",1762,1762,"RL",8970,"IR1","Lvl","Corner","NAmes","Norm","1Fam",5,6,"Gable","None",0,"TA","Gd","CBlock","TA","No","ALQ",388,"Unf",0,356,744,"TA",825,1315,2140,0,2,1,4,"TA",7,1,"Attchd","Fin",2,549,0,40,261.05,"6","WD","Normal",44,44,44,0,0,0
"303",1763,1763,"RL",11475,"Reg","Lvl","Corner","NAmes","Norm","1Fam",6,6,"Hip","BrkFace",90,"TA","TA","CBlock","TA","Gd","ALQ",568,"Unf",0,640,1208,"Ex",1576,0,1576,1,1,0,4,"Gd",7,1,"BuiltIn","Fin",2,368,85,0,0,"9","WD","Normal",48,48,48,0,0,0
"304",1764,1764,"RL",9768,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","CBlock","TA","No","Rec",100,"ALQ",247,613,960,"Gd",960,0,960,1,1,0,2,"TA",5,0,"Attchd","RFn",1,330,0,70,0,"2","WD","Normal",54,54,54,0,0,0
"305",1765,1765,"RL",9900,"Reg","Lvl","Inside","NAmes","Feedr","1Fam",6,5,"Gable","None",0,"Gd","TA","CBlock","TA","No","Rec",1173,"Unf",0,507,1680,"TA",1691,0,1691,1,1,0,2,"TA",5,0,"Attchd","Unf",2,550,0,67,260,"4","WD","Normal",42,42,42,0,0,0
"306",1766,1766,"RL",10573,"IR1","Lvl","Corner","NAmes","Norm","1Fam",6,6,"Hip","BrkFace",3,"TA","TA","CBlock","TA","No","Rec",1312,"Unf",0,141,1453,"Ex",1453,0,1453,1,2,0,3,"TA",6,1,"Attchd","RFn",2,530,0,49,0,"4","WD","Normal",48,48,48,0,0,0
"307",1767,1767,"RL",14695,"IR1","Lvl","Inside","NAmes","Norm","1Fam",6,8,"Gable","BrkFace",210,"TA","Gd","CBlock","TA","No","ALQ",1387,"Unf",0,175,1562,"Gd",1567,0,1567,1,2,0,2,"Gd",5,2,"Attchd","Unf",2,542,0,110,0,"7","WD","Normal",43,1,43,42,0,42
"308",1768,1768,"RL",8760,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,7,"Gable","BrkFace",164,"Gd","TA","CBlock","TA","No","ALQ",856,"Unf",0,313,1169,"TA",1144,0,1144,1,1,0,3,"TA",6,0,"Attchd","RFn",1,286,257,0,0,"6","WD","Normal",53,53,53,0,0,0
"309",1769,1769,"RL",12285,"IR1","Lvl","Inside","NAmes","Norm","1Fam",7,6,"Gable","BrkFace",128,"TA","TA","CBlock","TA","No","BLQ",544,"Unf",0,785,1329,"Gd",1329,0,1329,0,1,1,3,"TA",5,2,"Attchd","Unf",2,441,0,0,203,"8","WD","Normal",49,49,49,0,0,0
"310",1770,1770,"RL",9240,"IR1","Lvl","Inside","NAmes","Norm","1Fam",6,8,"Hip","None",0,"Gd","TA","CBlock","TA","No","ALQ",708,"Unf",0,280,988,"TA",988,0,988,1,2,0,3,"Gd",6,0,"Attchd","Unf",1,297,156,0,0,"6","WD","Normal",50,11,50,39,0,39
"311",1771,1771,"RL",8750,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","CBlock","TA","No","Rec",435,"BLQ",202,565,1202,"TA",1202,0,1202,0,1,0,3,"TA",6,0,"Attchd","RFn",1,304,0,35,120,"11","COD","Abnorml",53,53,53,0,0,0
"312",1772,1772,"RL",8750,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","CBlock","TA","No","Rec",172,"LwQ",483,727,1382,"Gd",1382,0,1382,0,1,0,3,"Gd",6,0,"Attchd","Unf",1,350,280,0,0,"7","WD","Normal",54,54,54,0,0,0
"313",1773,1773,"RL",10400,"Reg","Lvl","Corner","NAmes","Norm","1Fam",4,5,"Gable","None",0,"TA","TA","CBlock","TA","No","Rec",155,"LwQ",750,295,1200,"TA",1200,0,1200,1,1,0,3,"TA",6,2,"Attchd","Unf",1,294,0,189,140,"11","WD","Family",53,53,53,0,0,0
"314",1774,1774,"RL",9482,"Reg","Lvl","Inside","NAmes","Norm","Duplex",5,4,"Hip","BrkFace",657,"TA","TA","PConc","TA","No","Unf",0,"Unf",0,1797.05,1866,"Ex",1866,0,1866,0,2,0,4,"TA",8,0,"Detchd","Unf",2,495,0,0,0,"12","WD","Normal",51,51,51,0,0,0
"315",1775,1775,"RL",8128,"IR1","Lvl","CulDSac","NAmes","Norm","1Fam",6,7,"Hip","BrkFace",80,"TA","TA","CBlock","TA","No","ALQ",490,"Unf",0,572,1062,"Gd",1062,0,1062,1,1,0,3,"TA",6,0,"Attchd","Unf",1,297,0,0,0,"2","WD","Normal",55,55,55,0,0,0
"316",1776,1776,"RL",13070,"Reg","Lvl","Corner","NAmes","Norm","1Fam",5,5,"Hip","None",0,"TA","TA","CBlock","TA","No","Rec",308,"Unf",0,323,631,"TA",1112,0,1112,0,1,0,2,"TA",5,0,"Basment","Unf",2,480,0,0,0,"10","WD","Normal",58,58,58,0,0,0
"317",1777,1777,"RL",8480,"Reg","Lvl","Corner","NAmes","Norm","1Fam",5,6,"Gable","None",0,"TA","Gd","CBlock","TA","No","BLQ",700,"Unf",0,93,793,"TA",793,0,793,1,1,0,2,"Fa",4,0,"Detchd","Unf",1,240,0,0,0,"8","WD","Normal",64,59,64,5,0,5
"318",1778,1778,"RL",7626,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,8,"Hip","None",0,"Gd","TA","CBlock","TA","No","GLQ",931,"Unf",0,100,1031,"Gd",1031,0,1031,1,1,0,2,"Gd",5,0,"Attchd","Unf",1,230,0,0,0,"3","WD","Normal",57,4,57,53,0,53
"319",1779,1779,"RL",9533,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,5,"Hip","BrkFace",140,"TA","TA","Slab","TA","No","Unf",0,"Unf",0,0,0,"TA",1210,0,1210,0,1,1,2,"TA",7,0,"Attchd","Fin",1,616,208,0,100,"8","ConLD","Normal",56,56,56,0,0,0
"320",1780,1780,"RL",11419,"Reg","Lvl","Corner","NAmes","Artery","1Fam",7,7,"Gable","None",0,"TA","TA","CBlock","TA","Mn","ALQ",699,"Unf",0,0,699,"Ex",801,726,1527,1,1,1,3,"TA",6,1,"Attchd","Unf",2,410,0,0,134,"12","WD","Normal",61,10,61,51,0,51
"321",1781,1781,"RL",9600,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","CBlock","TA","No","BLQ",390,"Unf",0,810,1200,"TA",1200,0,1200,0,1,0,3,"TA",6,0,"Attchd","Fin",1,246,126,0,0,"8","WD","Normal",59,59,59,0,0,0
"322",1782,1782,"RL",5470,"Reg","Lvl","Inside","OldTown","Norm","1Fam",3,5,"Gable","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,792,792,"Gd",792,0,792,0,1,0,2,"TA",4,0,"Attchd","Unf",1,366,0,90,0,"8","WD","Normal",51,51,51,0,0,0
"323",1783,1783,"RL",10800,"Reg","Lvl","Inside","OldTown","Norm","1Fam",5,7,"Gable","None",0,"TA","Gd","BrkTil","TA","No","Unf",0,"Unf",0,676,676,"Ex",676,676,1352,0,2,0,4,"Gd",7,0,"Detchd","Unf",2,720,187,0,128,"8","WD","Normal",70,3,70,67,0,67
"324",1784,1784,"RL",8146,"Reg","Lvl","Corner","OldTown","Norm","1Fam",4,8,"Gable","None",0,"Gd","Gd","BrkTil","Fa","No","Unf",0,"Unf",0,405,405,"Gd",717,322,1039,0,1,0,2,"TA",6,0,"Detchd","Unf",1,281,0,0,168,"5","WD","Normal",109,6,69,103,40,63
